code,mode,type,topic,topic_name,prompt,difficulty,status,instruction,prep_seconds,answer_seconds,replay_limit,source_name,license
GENERAL_HEALTH_FITNESS_B_001,GENERAL,GENERAL_OPEN_TOPIC,health-and-fitness,Health & Fitness,What do you do to feel healthy?,BEGINNER,ACTIVE,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_HEALTH_FITNESS_B_002,GENERAL,GENERAL_SITUATIONAL,health-and-fitness,Health & Fitness,You want to join a gym. Ask about the opening hours and classes.,BEGINNER,ACTIVE,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_HEALTH_FITNESS_B_003,GENERAL,GENERAL_OPEN_TOPIC,health-and-fitness,Health & Fitness,What physical activity do you enjoy?,BEGINNER,ACTIVE,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_HEALTH_FITNESS_B_004,GENERAL,GENERAL_SITUATIONAL,health-and-fitness,Health & Fitness,Your friend wants to go for a walk. Reply and suggest a time.,BEGINNER,ACTIVE,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_HEALTH_FITNESS_B_005,GENERAL,GENERAL_OPEN_TOPIC,health-and-fitness,Health & Fitness,How do you relax after a tiring day?,BEGINNER,ACTIVE,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_HEALTH_FITNESS_I_001,GENERAL,GENERAL_OPEN_TOPIC,health-and-fitness,Health & Fitness,What makes it easier to keep a healthy habit?,INTERMEDIATE,ACTIVE,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_HEALTH_FITNESS_I_002,GENERAL,GENERAL_SITUATIONAL,health-and-fitness,Health & Fitness,You are encouraging a friend to take regular breaks from work. Give friendly advice.,INTERMEDIATE,ACTIVE,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_HEALTH_FITNESS_I_003,GENERAL,GENERAL_OPEN_TOPIC,health-and-fitness,Health & Fitness,How does sleep affect your day?,INTERMEDIATE,ACTIVE,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_HEALTH_FITNESS_I_004,GENERAL,GENERAL_SITUATIONAL,health-and-fitness,Health & Fitness,You want to reschedule an exercise class. Make the request politely.,INTERMEDIATE,ACTIVE,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_HEALTH_FITNESS_I_005,GENERAL,GENERAL_OPEN_TOPIC,health-and-fitness,Health & Fitness,What activities help you manage stress in a positive way?,INTERMEDIATE,ACTIVE,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_HEALTH_FITNESS_A_001,GENERAL,GENERAL_OPEN_TOPIC,health-and-fitness,Health & Fitness,How can communities make healthy activities easier to access?,ADVANCED,DRAFT,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_HEALTH_FITNESS_A_002,GENERAL,GENERAL_SITUATIONAL,health-and-fitness,Health & Fitness,You are proposing a simple wellness activity for your team. Explain its benefits.,ADVANCED,DRAFT,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_TECHNOLOGY_B_001,GENERAL,GENERAL_OPEN_TOPIC,technology,Technology,What device do you use every day?,BEGINNER,ACTIVE,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_TECHNOLOGY_B_002,GENERAL,GENERAL_SITUATIONAL,technology,Technology,You need help connecting to Wi-Fi. Ask someone for assistance.,BEGINNER,ACTIVE,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_TECHNOLOGY_B_003,GENERAL,GENERAL_OPEN_TOPIC,technology,Technology,What app is useful for you?,BEGINNER,ACTIVE,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_TECHNOLOGY_B_004,GENERAL,GENERAL_SITUATIONAL,technology,Technology,Your phone battery is low and you need a charger. Ask politely.,BEGINNER,ACTIVE,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_TECHNOLOGY_B_005,GENERAL,GENERAL_OPEN_TOPIC,technology,Technology,What is one thing you can do online?,BEGINNER,ACTIVE,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_TECHNOLOGY_I_001,GENERAL,GENERAL_OPEN_TOPIC,technology,Technology,How has technology made one daily task easier for you?,INTERMEDIATE,ACTIVE,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_TECHNOLOGY_I_002,GENERAL,GENERAL_SITUATIONAL,technology,Technology,You are showing a relative how to use a new app. Explain the first steps.,INTERMEDIATE,ACTIVE,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_TECHNOLOGY_I_003,GENERAL,GENERAL_OPEN_TOPIC,technology,Technology,When do you choose to turn off notifications?,INTERMEDIATE,ACTIVE,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_TECHNOLOGY_I_004,GENERAL,GENERAL_SITUATIONAL,technology,Technology,You are reporting a problem with an online order. Describe what went wrong.,INTERMEDIATE,ACTIVE,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_TECHNOLOGY_I_005,GENERAL,GENERAL_OPEN_TOPIC,technology,Technology,What should people learn before using a new digital service?,INTERMEDIATE,ACTIVE,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_TECHNOLOGY_A_001,GENERAL,GENERAL_OPEN_TOPIC,technology,Technology,How can people use technology while still protecting their attention?,ADVANCED,DRAFT,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_TECHNOLOGY_A_002,GENERAL,GENERAL_SITUATIONAL,technology,Technology,You are recommending a simple digital tool to a small group. Explain how it helps.,ADVANCED,DRAFT,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_HOME_NEIGHBORHOOD_B_001,GENERAL,GENERAL_OPEN_TOPIC,home-and-neighborhood,Home & Neighborhood,What is your favorite room at home?,BEGINNER,ACTIVE,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_HOME_NEIGHBORHOOD_B_002,GENERAL,GENERAL_SITUATIONAL,home-and-neighborhood,Home & Neighborhood,You are asking a neighbor to collect a package. Make the request politely.,BEGINNER,ACTIVE,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_HOME_NEIGHBORHOOD_B_003,GENERAL,GENERAL_OPEN_TOPIC,home-and-neighborhood,Home & Neighborhood,What do you like about your neighborhood?,BEGINNER,ACTIVE,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_HOME_NEIGHBORHOOD_B_004,GENERAL,GENERAL_SITUATIONAL,home-and-neighborhood,Home & Neighborhood,You are telling a visitor how to find your home. Give simple directions.,BEGINNER,ACTIVE,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_HOME_NEIGHBORHOOD_B_005,GENERAL,GENERAL_OPEN_TOPIC,home-and-neighborhood,Home & Neighborhood,What place near your home do you visit often?,BEGINNER,ACTIVE,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_HOME_NEIGHBORHOOD_I_001,GENERAL,GENERAL_OPEN_TOPIC,home-and-neighborhood,Home & Neighborhood,What makes a neighborhood feel welcoming?,INTERMEDIATE,ACTIVE,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_HOME_NEIGHBORHOOD_I_002,GENERAL,GENERAL_SITUATIONAL,home-and-neighborhood,Home & Neighborhood,There is a noisy problem near your home. Explain it respectfully to a building manager.,INTERMEDIATE,ACTIVE,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_HOME_NEIGHBORHOOD_I_003,GENERAL,GENERAL_OPEN_TOPIC,home-and-neighborhood,Home & Neighborhood,How would you improve the area where you live?,INTERMEDIATE,ACTIVE,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_HOME_NEIGHBORHOOD_I_004,GENERAL,GENERAL_SITUATIONAL,home-and-neighborhood,Home & Neighborhood,You are welcoming a new neighbor. Offer useful local information.,INTERMEDIATE,ACTIVE,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_HOME_NEIGHBORHOOD_I_005,GENERAL,GENERAL_OPEN_TOPIC,home-and-neighborhood,Home & Neighborhood,What responsibilities do neighbors have toward each other?,INTERMEDIATE,ACTIVE,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_HOME_NEIGHBORHOOD_A_001,GENERAL,GENERAL_OPEN_TOPIC,home-and-neighborhood,Home & Neighborhood,How can shared public spaces bring neighbors together?,ADVANCED,DRAFT,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_HOME_NEIGHBORHOOD_A_002,GENERAL,GENERAL_SITUATIONAL,home-and-neighborhood,Home & Neighborhood,You are proposing an improvement for your neighborhood. Explain the need and expected result.,ADVANCED,DRAFT,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_SOCIAL_SITUATIONS_B_001,GENERAL,GENERAL_OPEN_TOPIC,social-situations,Social Situations,How do you usually greet someone new?,BEGINNER,ACTIVE,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_SOCIAL_SITUATIONS_B_002,GENERAL,GENERAL_SITUATIONAL,social-situations,Social Situations,You meet someone at an event. Introduce yourself and ask a simple question.,BEGINNER,ACTIVE,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_SOCIAL_SITUATIONS_B_003,GENERAL,GENERAL_OPEN_TOPIC,social-situations,Social Situations,What do you like to talk about with new people?,BEGINNER,ACTIVE,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_SOCIAL_SITUATIONS_B_004,GENERAL,GENERAL_SITUATIONAL,social-situations,Social Situations,You are late to meet a friend. Apologize and explain briefly.,BEGINNER,ACTIVE,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_SOCIAL_SITUATIONS_B_005,GENERAL,GENERAL_OPEN_TOPIC,social-situations,Social Situations,What makes you feel comfortable in a group?,BEGINNER,ACTIVE,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_SOCIAL_SITUATIONS_I_001,GENERAL,GENERAL_OPEN_TOPIC,social-situations,Social Situations,How do you keep a conversation going with someone new?,INTERMEDIATE,ACTIVE,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_SOCIAL_SITUATIONS_I_002,GENERAL,GENERAL_SITUATIONAL,social-situations,Social Situations,You need to decline an invitation but want to be kind. What would you say?,INTERMEDIATE,ACTIVE,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_SOCIAL_SITUATIONS_I_003,GENERAL,GENERAL_OPEN_TOPIC,social-situations,Social Situations,What is a good way to include a quiet person in a group?,INTERMEDIATE,ACTIVE,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_SOCIAL_SITUATIONS_I_004,GENERAL,GENERAL_SITUATIONAL,social-situations,Social Situations,You did not hear someone's name clearly. Ask them to repeat it politely.,INTERMEDIATE,ACTIVE,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_SOCIAL_SITUATIONS_I_005,GENERAL,GENERAL_OPEN_TOPIC,social-situations,Social Situations,Why can small acts of politeness matter in daily life?,INTERMEDIATE,ACTIVE,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_SOCIAL_SITUATIONS_A_001,GENERAL,GENERAL_OPEN_TOPIC,social-situations,Social Situations,How can people disagree respectfully while keeping a good relationship?,ADVANCED,DRAFT,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_SOCIAL_SITUATIONS_A_002,GENERAL,GENERAL_SITUATIONAL,social-situations,Social Situations,You are helping plan a gathering where some guests do not know each other. Explain how you would help them connect.,ADVANCED,DRAFT,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_FUTURE_PLANS_B_001,GENERAL,GENERAL_OPEN_TOPIC,future-plans,Future Plans,What would you like to do next week?,BEGINNER,ACTIVE,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_FUTURE_PLANS_B_002,GENERAL,GENERAL_SITUATIONAL,future-plans,Future Plans,You are making plans with a friend for the weekend. Suggest an activity.,BEGINNER,ACTIVE,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_FUTURE_PLANS_B_003,GENERAL,GENERAL_OPEN_TOPIC,future-plans,Future Plans,What is one skill you want to learn?,BEGINNER,ACTIVE,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_FUTURE_PLANS_B_004,GENERAL,GENERAL_SITUATIONAL,future-plans,Future Plans,You need to change a meeting time. Explain your new suggestion.,BEGINNER,ACTIVE,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_FUTURE_PLANS_B_005,GENERAL,GENERAL_OPEN_TOPIC,future-plans,Future Plans,What are you looking forward to this month?,BEGINNER,ACTIVE,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_FUTURE_PLANS_I_001,GENERAL,GENERAL_OPEN_TOPIC,future-plans,Future Plans,How do you decide which goals deserve your time?,INTERMEDIATE,ACTIVE,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_FUTURE_PLANS_I_002,GENERAL,GENERAL_SITUATIONAL,future-plans,Future Plans,You are explaining a personal goal to a mentor. Describe the goal and your first step.,INTERMEDIATE,ACTIVE,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_FUTURE_PLANS_I_003,GENERAL,GENERAL_OPEN_TOPIC,future-plans,Future Plans,What helps you continue when a plan becomes difficult?,INTERMEDIATE,ACTIVE,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_FUTURE_PLANS_I_004,GENERAL,GENERAL_SITUATIONAL,future-plans,Future Plans,You are planning a small event with friends. Explain how you would organize it.,INTERMEDIATE,ACTIVE,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_FUTURE_PLANS_I_005,GENERAL,GENERAL_OPEN_TOPIC,future-plans,Future Plans,How do you balance long-term plans with enjoying the present?,INTERMEDIATE,ACTIVE,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_FUTURE_PLANS_A_001,GENERAL,GENERAL_OPEN_TOPIC,future-plans,Future Plans,Why is it useful to review and adjust goals over time?,ADVANCED,DRAFT,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
GENERAL_FUTURE_PLANS_A_002,GENERAL,GENERAL_SITUATIONAL,future-plans,Future Plans,You are advising someone who has several competing goals. Explain a thoughtful way to choose priorities.,ADVANCED,DRAFT,Speak for about one minute.,15,60,3,speakora-original,ORIGINAL
